wavelength,flux
3247.189072090505,49.283524
3247.3003670718504,66.45371
3247.411662053196,108.241684
3247.5229570345414,144.33624
3247.634252015887,111.53193
3247.7455469972324,45.192642
3247.856841978578,28.268875
3247.9681369599234,31.69096
3248.079431941269,30.951443
3248.1907269226144,36.596245
3248.30202190396,47.412148
3248.4133168853054,64.403175
3248.524611866651,75.125244
3248.6359068479965,76.358185
3248.747201829342,62.710136
3248.8584968106875,46.298172
3248.969791792033,42.389114
3249.081086773379,33.97368
3249.1923817547245,34.403763
3249.30367673607,43.07133
3249.4149717174155,60.26701
3249.526266698761,85.15566
3249.6375616801065,150.32846
3249.748856661452,285.91583
3249.8601516427975,305.39014
3249.971446624143,127.20492
3250.0827416054885,36.21127
3250.194036586834,31.073381
3250.3053315681796,34.087406
3250.416626549525,29.750849
3250.5279215308706,25.765265
3250.639216512216,28.749815
3250.7505114935616,27.52096
3250.861806474907,28.737661
3250.9731014562526,37.606472
3251.084396437598,38.294178
3251.1956914189436,34.17436
3251.306986400289,37.04914
3251.4182813816346,46.296066
3251.5295763629806,69.87527
3251.640871344326,115.34343
3251.7521663256716,196.33247
3251.863461307017,350.85062
3251.9747562883626,303.3561
3252.086051269708,106.43843
3252.1973462510537,33.971237
3252.308641232399,40.739277
3252.4199362137447,43.236988
3252.53123119509,46.747845
3252.6425261764357,61.026768
3252.753821157781,66.80397
3252.8651161391267,64.82038
3252.976411120472,65.213005
3253.0877061018177,49.47683
3253.1990010831632,35.997322
3253.3102960645087,40.90005
3253.4215910458543,58.670433
3253.5328860271998,100.82154
3253.6441810085453,188.3495
3253.755475989891,288.87482
3253.8667709712363,294.08102
3253.9780659525823,193.60019
3254.0893609339278,108.88563
3254.2006559152733,52.722233
3254.311950896619,37.326187
3254.4232458779643,38.874634
3254.53454085931,42.823067
3254.6458358406553,49.151535
3254.757130822001,59.692036
3254.8684258033463,59.91591
3254.979720784692,42.40389
3255.0910157660373,37.74626
3255.202310747383,37.5935
3255.3136057287284,49.27592
3255.424900710074,60.504116
3255.5361956914194,69.220535
3255.647490672765,56.638344
3255.7587856541104,49.238346
3255.870080635456,63.599964
3255.9813756168014,82.67303
3256.092670598147,114.4257
3256.2039655794924,206.0146
3256.3152605608384,196.16881
3256.426555542184,90.37217
3256.5378505235294,41.350956
3256.649145504875,44.59992
3256.7604404862204,42.955807
3256.871735467566,58.85552
3256.9830304489114,96.27411
3257.094325430257,159.27794
3257.2056204116025,248.9691
3257.316915392948,396.17102
3257.4282103742935,329.7057
3257.539505355639,117.14909
3257.6508003369845,39.943497
3257.76209531833,53.59585
3257.8733902996755,64.68486
3257.984685281021,79.55361
3258.0959802623665,93.95786
3258.207275243712,71.15762
3258.3185702250576,39.828033
3258.429865206403,34.12514
3258.5411601877486,35.25403
3258.6524551690945,45.037003
3258.76375015044,52.900063
3258.8750451317856,64.29192
3258.986340113131,102.713875
3259.0976350944766,113.087906
3259.208930075822,72.34979
3259.3202250571676,52.124596
3259.431520038513,50.17508
3259.5428150198586,63.536694
3259.654110001204,74.82481
3259.7654049825496,54.49952
3259.876699963895,37.598564
3259.9879949452406,36.98716
3260.099289926586,36.49104
3260.2105849079317,37.760605
3260.321879889277,40.92029
3260.4331748706227,40.797436
3260.544469851968,41.980564
3260.6557648333137,48.386997
3260.767059814659,52.450737
3260.8783547960047,69.47507
3260.98964977735,67.89746
3261.100944758696,48.5433
3261.2122397400417,42.879772
3261.323534721387,43.732048
3261.4348297027327,52.291306
3261.546124684078,52.603413
3261.6574196654237,41.683685
3261.7687146467692,33.943554
3261.8800096281147,30.95823
3261.9913046094603,32.90783
3262.1025995908058,39.546993
3262.2138945721513,50.823486
3262.325189553497,65.7374
3262.4364845348423,88.37386
3262.547779516188,183.84322
3262.6590744975333,264.90842
3262.770369478879,185.39897
3262.8816644602243,85.19282
3262.99295944157,80.21826
3263.1042544229153,100.57591
3263.215549404261,89.16298
3263.3268443856064,66.36629
3263.438139366952,79.84681
3263.549434348298,105.00259
3263.6607293296433,90.13062
3263.772024310989,56.718525
3263.8833192923344,41.65818
3263.99461427368,47.42584
3264.1059092550254,56.13151
3264.217204236371,55.649284
3264.3284992177164,62.625168
3264.439794199062,65.167625
3264.5510891804074,44.63118
3264.662384161753,35.75633
3264.7736791430984,43.286015
3264.884974124444,42.044785
3264.9962691057895,36.135303
3265.107564087135,36.900665
3265.2188590684805,35.253918
3265.330154049826,34.69382
3265.4414490311715,50.85538
3265.552744012517,62.6219
3265.6640389938625,51.90034
3265.775333975208,37.31909
3265.886628956554,32.747635
3265.9979239378995,33.93065
3266.109218919245,35.263786
3266.2205139005905,42.572094
3266.331808881936,54.044853
3266.4431038632815,57.605415
3266.554398844627,77.20151
3266.6656938259725,92.054665
3266.776988807318,77.42306
3266.8882837886636,73.45427
3266.999578770009,78.289856
3267.1108737513546,61.93006
3267.2221687327,41.31585
3267.3334637140456,33.265892
3267.444758695391,33.379482
3267.5560536767366,35.145943
3267.667348658082,36.55844
3267.7786436394276,35.455547
3267.889938620773,34.40722
3268.0012336021186,38.848564
3268.112528583464,39.92762
3268.22382356481,39.95758
3268.3351185461556,48.793686
3268.446413527501,52.22648
3268.5577085088466,42.57951
3268.669003490192,42.582325
3268.7802984715377,46.946514
3268.891593452883,41.663197
3269.0028884342287,37.79166
3269.114183415574,39.553947
3269.2254783969197,44.79266
3269.336773378265,51.69176
3269.4480683596107,54.951153
3269.559363340956,47.941723
3269.6706583223017,38.52201
3269.7819533036472,40.858284
3269.8932482849928,48.535984
3270.0045432663383,54.682255
3270.1158382476838,56.90252
3270.2271332290293,54.03952
3270.338428210375,49.399918
3270.4497231917203,51.40727
3270.561018173066,59.721203
3270.6723131544113,90.28528
3270.7836081357573,138.29266
3270.894903117103,125.22801
3271.0061980984483,78.6833
3271.117493079794,70.62285
3271.2287880611393,57.86877
3271.340083042485,45.886726
3271.4513780238303,56.914658
3271.562673005176,73.17371
3271.6739679865213,110.74008
3271.785262967867,217.48106
3271.8965579492124,465.9529
3272.007852930558,660.38885
3272.1191479119034,426.37918
3272.230442893249,91.78351
3272.3417378745944,38.34209
3272.45303285594,47.164185
3272.5643278372854,41.566708
3272.675622818631,38.307312
3272.7869177999764,37.99083
3272.898212781322,40.756775
3273.0095077626675,45.59524
3273.1208027440134,54.773937
3273.232097725359,78.67708
3273.3433927067044,86.208
3273.45468768805,60.726795
3273.5659826693955,54.61421
3273.677277650741,70.30529
3273.7885726320865,134.98506
3273.899867613432,225.22914
3274.0111625947775,189.71623
3274.122457576123,79.89933
3274.2337525574685,47.672085
3274.345047538814,63.544296
3274.4563425201595,64.88996
3274.567637501505,48.77474
3274.6789324828505,39.987335
3274.790227464196,48.787758
3274.9015224455416,78.9432
3275.012817426887,127.18874
3275.1241124082326,121.8985
3275.235407389578,66.50376
3275.3467023709236,40.99457
3275.4579973522696,41.927563
3275.569292333615,51.990757
3275.6805873149606,54.379677
3275.791882296306,45.05848
3275.9031772776516,52.13628
3276.014472258997,72.37262
3276.1257672403426,100.8942
3276.237062221688,103.95119
3276.3483572030336,68.641174
3276.459652184379,48.758423
3276.5709471657246,51.320225
3276.68224214707,55.65868
3276.7935371284157,59.617878
3276.904832109761,64.34764
3277.0161270911067,73.64929
3277.127422072452,69.95626
3277.2387170537977,47.5928
3277.350012035143,38.64955
3277.4613070164887,42.289703
3277.572601997834,46.999077
3277.6838969791797,49.30748
3277.7951919605257,52.627983
3277.906486941871,55.251694
3278.0177819232167,54.797207
3278.129076904562,52.412754
3278.2403718859077,53.90821
3278.3516668672532,51.39934
3278.4629618485988,53.585518
3278.5742568299443,65.38985
3278.6855518112898,79.95656
3278.7968467926353,85.98112
3278.908141773981,71.619995
3279.0194367553263,65.86287
3279.130731736672,70.467804
3279.2420267180173,76.95975
3279.353321699363,83.930595
3279.4646166807083,94.57952
3279.575911662054,116.76605
3279.6872066433993,142.92888
3279.798501624745,178.38284
3279.9097966060904,248.5442
3280.021091587436,407.1964
3280.1323865687814,751.9895
3280.243681550127,3231.966
3280.354976531473,10518.376
3280.4662715128184,36620.145
3280.577566494164,101555.03
3280.6888614755094,140002.81
3280.800156456855,73839.836
3280.9114514382004,3161.5178
3281.022746419546,992.3068
3281.1340414008914,742.9255
3281.245336382237,384.5295
3281.3566313635824,284.23798
3281.467926344928,247.86516
3281.5792213262735,297.60147
3281.690516307619,361.70795
3281.8018112889645,260.4762
3281.91310627031,120.187256
3282.0244012516555,97.1613
3282.135696233001,88.884
3282.2469912143465,80.78777
3282.358286195692,89.969666
3282.4695811770375,118.05582
3282.580876158383,147.24754
3282.692171139729,127.92857
3282.8034661210745,81.52113
3282.91476110242,86.355415
3283.0260560837655,84.184
3283.137351065111,65.3389
3283.2486460464565,53.878036
3283.359941027802,55.366516
3283.4712360091476,53.54342
3283.582530990493,54.29517
3283.6938259718386,58.337635
3283.805120953184,52.397682
3283.9164159345296,39.61849
3284.027710915875,40.416977
3284.1390058972206,46.296574
3284.250300878566,49.223034
3284.3615958599116,47.072636
3284.472890841257,41.741375
3284.5841858226026,41.648136
3284.695480803948,44.911674
3284.8067757852937,45.15516
3284.918070766639,47.256542
3285.029365747985,50.98739
3285.1406607293306,56.100964
3285.251955710676,57.388935
3285.3632506920217,72.40262
3285.474545673367,111.82831
3285.5858406547127,191.8143
3285.697135636058,340.0173
3285.8084306174037,361.98566
3285.919725598749,188.02686
3286.0310205800947,69.32559
3286.1423155614402,47.641865
3286.2536105427857,45.987583
3286.3649055241312,64.33023
3286.4762005054768,109.62134
3286.5874954868223,140.88719
3286.6987904681678,92.5895
3286.8100854495133,43.983814
3286.921380430859,46.51013
3287.0326754122043,49.997513
3287.14397039355,48.21345
3287.2552653748953,44.38532
3287.3665603562413,48.87023
3287.477855337587,71.53175
3287.5891503189323,158.25505
3287.700445300278,369.6629
3287.8117402816233,486.42798
3287.923035262969,220.23265
3288.0343302443143,74.46876
3288.14562522566,80.10518
3288.2569202070054,99.704155
3288.368215188351,106.974335
3288.4795101696964,76.97239
3288.590805151042,48.278275
3288.7021001323874,48.688015
3288.813395113733,46.051033
3288.9246900950784,41.9133
3289.035985076424,39.820847
3289.1472800577694,42.773205
3289.258575039115,47.444233
3289.3698700204604,54.30738
3289.481165001806,63.25253
3289.5924599831515,65.52158
3289.703754964497,51.81624
3289.8150499458425,44.807796
3289.9263449271884,54.680088
3290.037639908534,88.284645
3290.1489348898795,103.233444
3290.260229871225,72.64467
3290.3715248525705,61.839886
3290.482819833916,109.633545
3290.5941148152615,153.3669
3290.705409796607,108.48604
3290.8167047779525,57.57667
3290.927999759298,52.803707
3291.0392947406435,52.0497
3291.150589721989,58.313286
3291.2618847033345,78.47734
3291.37317968468,122.56813
3291.4844746660256,172.74185
3291.595769647371,287.19177
3291.7070646287166,453.28653
3291.818359610062,359.2006
3291.9296545914076,101.00881
3292.040949572753,48.66792
3292.1522445540986,54.08102
3292.2635395354446,96.44195
3292.37483451679,248.32632
3292.4861294981356,436.72772
3292.597424479481,371.3873
3292.7087194608266,110.50287
3292.820014442172,57.60215
3292.9313094235176,71.92634
3293.042604404863,81.649765
3293.1538993862086,109.67558
3293.265194367554,123.236275
3293.3764893488997,146.58669
3293.487784330245,406.17892
3293.5990793115907,819.6211
3293.710374292936,701.97156
3293.8216692742817,349.15265
3293.932964255627,334.71982
3294.0442592369727,205.16133
3294.1555542183182,92.071266
3294.2668491996637,74.36231
3294.3781441810092,60.725883
3294.4894391623548,60.774284
3294.6007341437007,66.66881
3294.7120291250462,62.62995
3294.8233241063917,62.1407
3294.9346190877372,76.8878
3295.0459140690828,79.05773
3295.1572090504283,93.38832
3295.268504031774,155.53615
3295.3797990131193,160.85869
3295.491093994465,139.44688
3295.6023889758103,110.19728
3295.713683957156,75.9114
3295.8249789385013,66.621544
3295.936273919847,61.741394
3296.0475689011923,54.90579
3296.158863882538,58.821877
3296.2701588638834,68.90283
3296.381453845229,86.77768
3296.4927488265744,109.364716
3296.60404380792,108.07194
3296.7153387892654,77.512794
3296.826633770611,53.326874
3296.9379287519564,47.543797
3297.0492237333024,45.4464
3297.160518714648,51.14898
3297.2718136959934,77.16605
3297.383108677339,94.69178
3297.4944036586844,71.2976
3297.60569864003,59.33522
3297.7169936213754,104.49121
3297.828288602721,178.7462
3297.9395835840664,287.55035
3298.050878565412,364.20044
3298.1621735467575,223.89708
3298.273468528103,89.794014
3298.3847635094485,68.118195
3298.496058490794,64.864624
3298.6073534721395,75.488335
3298.718648453485,95.938255
3298.8299434348305,94.212975
3298.941238416176,75.558914
3299.0525333975215,59.786087
3299.163828378867,57.267048
3299.2751233602125,59.03859
3299.386418341558,65.45925
3299.497713322904,74.00647
3299.6090083042495,99.05906
3299.720303285595,97.08476
3299.8315982669405,70.06906
3299.942893248286,61.82834
3300.0541882296316,57.411083
3300.165483210977,55.481007
3300.2767781923226,61.77452
3300.388073173668,85.75682
3300.4993681550136,111.68096
3300.610663136359,119.61549
3300.7219581177046,97.02672
3300.83325309905,69.404144
3300.9445480803956,54.010242
3301.055843061741,59.894512
3301.1671380430867,113.56024
3301.278433024432,199.43724
3301.3897280057777,247.71976
3301.501022987123,422.98108
3301.6123179684687,767.62213
3301.723612949814,649.89484
3301.83490793116,290.7311
3301.9462029125057,143.02814
3302.057497893851,83.30474
3302.1687928751967,84.69234
3302.280087856542,74.19797
3302.3913828378877,51.37498
3302.502677819233,45.554363
3302.6139728005787,44.242195
3302.7252677819242,48.710308
3302.8365627632697,51.09212
3302.9478577446152,53.379353
3303.0591527259608,57.242184
3303.1704477073063,59.384876
3303.281742688652,69.83262
3303.3930376699973,96.424904
3303.504332651343,120.095
3303.6156276326883,102.449394
3303.726922614034,84.2197
3303.8382175953793,89.7102
3303.949512576725,226.65132
3304.0608075580703,1240.0845
3304.1721025394163,3353.7925
3304.283397520762,3553.875
3304.3946925021073,1067.9921
3304.505987483453,81.39422
3304.6172824647983,57.44892
3304.728577446144,57.489483
3304.8398724274894,47.174885
3304.951167408835,54.18695
3305.0624623901804,77.2576
3305.173757371526,175.8238
3305.2850523528714,309.54837
3305.396347334217,216.10475
3305.5076423155624,91.54154
3305.618937296908,74.22832
3305.7302322782534,76.165016
3305.841527259599,78.526855
3305.9528222409444,81.17902
3306.06411722229,79.17938
3306.1754122036355,70.46376
3306.286707184981,81.80301
3306.3980021663265,101.07042
3306.509297147672,93.53958
3306.620592129018,74.28511
3306.7318871103635,67.43754
3306.843182091709,68.90551
3306.9544770730545,98.33337
3307.0657720544,305.77356
3307.1770670357455,713.0732
3307.288362017091,636.10175
3307.3996569984365,209.28975
3307.510951979782,58.62581
3307.6222469611275,56.00381
3307.733541942473,51.039097
3307.8448369238185,53.041096
3307.956131905164,75.1333
3308.0674268865096,85.878365
3308.178721867855,66.96137
3308.2900168492006,52.34645
3308.401311830546,56.187977
3308.5126068118916,58.517994
3308.623901793237,50.275467
3308.7351967745826,50.601715
3308.846491755928,50.435863
3308.9577867372736,67.74756
3309.0690817186196,117.118454
3309.180376699965,315.73767
3309.2916716813106,740.12103
3309.402966662656,813.7402
3309.5142616440016,286.36578
3309.625556625347,47.995426
3309.7368516066927,41.23124
3309.848146588038,48.70847
3309.9594415693837,65.66316
3310.070736550729,125.28178
3310.1820315320747,224.57585
3310.29332651342,185.67102
3310.4046214947657,114.69641
3310.515916476111,126.0859
3310.6272114574567,147.58882
3310.7385064388022,107.5431
3310.8498014201477,67.15201
3310.9610964014933,57.05767
3311.0723913828388,66.247536
3311.1836863641843,107.110115
3311.29498134553,108.383255
3311.4062763268757,74.85092
3311.5175713082212,52.038406
3311.6288662895668,64.96767
3311.7401612709123,70.57133
3311.851456252258,57.417953
3311.9627512336033,57.183945
3312.074046214949,63.900303
3312.1853411962943,55.36585
3312.29663617764,54.042385
3312.4079311589853,55.443516
3312.519226140331,52.679127
3312.6305211216763,53.208035
3312.741816103022,60.14795
3312.8531110843674,72.81262
3312.964406065713,103.92344
3313.0757010470584,112.81573
3313.186996028404,80.03515
3313.2982910097494,68.46784
3313.409585991095,91.566986
3313.5208809724404,217.25928
3313.632175953786,366.49615
3313.743470935132,280.18912
3313.8547659164774,106.056564
3313.966060897823,64.61113
3314.0773558791684,60.80858
3314.188650860514,54.75896
3314.2999458418594,64.72293
3314.411240823205,75.98422
3314.5225358045504,81.34368
3314.633830785896,116.11056
3314.7451257672415,208.91306
3314.856420748587,211.28976
3314.9677157299325,104.64603
3315.079010711278,57.56877
3315.1903056926235,58.223763
3315.301600673969,59.865837
3315.4128956553145,59.10432
3315.52419063666,54.495525
3315.6354856180055,54.65495
3315.746780599351,70.48017
3315.8580755806965,80.80723
3315.969370562042,67.995346
